feature_kr,feature_value,shap_value
국제 금 선물 가격 변화율 2일전,-0.004722,-0.027676018
국제 금 선물 가격 변화율 2일전,-0.001721,0.01870965
국제 금 선물 가격 변화율 2일전,0.004038,0.019536072
국제 금 선물 가격 변화율 2일전,-0.005199,-0.022907954
국제 금 선물 가격 변화율 2일전,0.00498,0.016188402
국제 금 선물 가격 변화율 2일전,0.003729,0.037540495
국제 금 선물 가격 변화율 2일전,0.011559,0.035165872
국제 금 선물 가격 변화율 2일전,0.006281,0.0314248
국제 금 선물 가격 변화율 2일전,0.012748,0.06327078
국제 금 선물 가격 변화율 2일전,0.004978,0.023372807
국제 금 선물 가격 변화율 2일전,-0.012431,-0.07567213
국제 금 선물 가격 변화율 2일전,0.003033,0.045323975
국제 금 선물 가격 변화율 2일전,0.002977,0.039212532
국제 금 선물 가격 변화율 2일전,0.000261,0.016307093
국제 금 선물 가격 변화율 2일전,-0.0061,-0.027078087
국제 금 선물 가격 변화율 2일전,0.004657,0.02899051
국제 금 선물 가격 변화율 2일전,-0.002448,0.022009127
국제 금 선물 가격 변화율 2일전,0.021232,0.034969825
국제 금 선물 가격 변화율 2일전,0.003407,0.016591508
국제 금 선물 가격 변화율 2일전,0.001535,0.039664917
국제 금 선물 가격 변화율 2일전,-0.000511,0.018604457
국제 금 선물 가격 변화율 2일전,0.00999,0.026242295
국제 금 선물 가격 변화율 2일전,-0.00184,0.020019006
국제 금 선물 가격 변화율 2일전,0.005047,0.026614752
국제 금 선물 가격 변화율 2일전,0.019076,0.030154958
국제 금 선물 가격 변화율 2일전,0.008595,0.040779192
국제 금 선물 가격 변화율 2일전,-0.000491,0.04629243
국제 금 선물 가격 변화율 2일전,0.010824,0.03832848
국제 금 선물 가격 변화율 2일전,-0.045042,-0.0716501
국제 금 선물 가격 변화율 2일전,0.010404,0.053609587
국제 금 선물 가격 변화율 2일전,-0.010183,-0.117703035
국제 금 선물 가격 변화율 2일전,-0.002589,0.021968564
국제 금 선물 가격 변화율 2일전,0.028393,0.04622262
국제 금 선물 가격 변화율 2일전,0.01021,0.030616054
국제 금 선물 가격 변화율 2일전,-0.00734,-0.050479855
국제 금 선물 가격 변화율 2일전,9e-05,0.028667403
국제 금 선물 가격 변화율 2일전,0.009124,0.056842778
국제 금 선물 가격 변화율 2일전,0.025388,0.057299074
국제 금 선물 가격 변화율 2일전,-0.00328,-0.027913801
국제 금 선물 가격 변화율 2일전,0.008084,0.05607639
국제 금 선물 가격 변화율 2일전,-0.002162,0.018914761
국제 금 선물 가격 변화율 2일전,-0.006044,-0.039067138
국제 금 선물 가격 변화율 2일전,0.037311,0.025135994
국제 금 선물 가격 변화율 2일전,0.015169,0.043581214
국제 금 선물 가격 변화율 2일전,0.015936,0.031406205
국제 금 선물 가격 변화율 2일전,0.01373,0.04868455
국제 금 선물 가격 변화율 2일전,0.020799,0.044091955
국제 금 선물 가격 변화율 2일전,3.9e-05,0.041797016
국제 금 선물 가격 변화율 2일전,0.043643,0.043407552
국제 금 선물 가격 변화율 2일전,0.003169,0.015360744
국제 금 선물 가격 변화율 2일전,-0.113662,-0.11531909
국제 금 선물 가격 변화율 2일전,-0.019389,-0.14333314
국제 금 선물 가격 변화율 2일전,0.060833,0.03542692
국제 금 선물 가격 변화율 2일전,0.003406,0.03563854
국제 금 선물 가격 변화율 2일전,-0.011991,-0.14198948
국제 금 선물 가격 변화율 2일전,0.018472,0.043184973
국제 금 선물 가격 변화율 2일전,0.020137,0.050219953
국제 금 선물 가격 변화율 2일전,-0.009325,-0.09850588
국제 금 선물 가격 변화율 2일전,0.01355,0.04102262
국제 금 선물 가격 변화율 2일전,-0.029162,-0.10576262
국제 금 선물 가격 변화율 2일전,0.019965,0.03414369
국제 금 선물 가격 변화율 2일전,-0.027698,-0.17901833
국제 금 선물 가격 변화율 2일전,0.021217,0.06142241
국제 금 선물 가격 변화율 2일전,-0.002126,0.03465821
국제 금 선물 가격 변화율 2일전,0.016761,0.055128038
국제 금 선물 가격 변화율 2일전,0.028739,0.046750363
국제 금 선물 가격 변화율 2일전,-0.009395,-0.1077847
국제 금 선물 가격 변화율 2일전,0.009814,0.037511863
국제 금 선물 가격 변화율 2일전,-0.005743,-0.04923996
국제 금 선물 가격 변화율 2일전,0.010432,0.035075106
국제 금 선물 가격 변화율 2일전,0.012217,0.028035408
국제 금 선물 가격 변화율 2일전,-0.03532,-0.11371268
국제 금 선물 가격 변화율 2일전,0.002506,0.048892263
국제 금 선물 가격 변화율 2일전,-0.010722,-0.100349136
국제 금 선물 가격 변화율 2일전,0.015952,0.04726592
국제 금 선물 가격 변화율 2일전,-0.01061,-0.15733388
국제 금 선물 가격 변화율 2일전,0.027143,0.04033071
국제 금 선물 가격 변화율 2일전,-0.011913,-0.11167424
국제 금 선물 가격 변화율 2일전,-0.009986,-0.0648232
국제 금 선물 가격 변화율 2일전,-0.012373,-0.1526253
국제 금 선물 가격 변화율 2일전,-0.011578,-0.12614752
국제 금 선물 가격 변화율 2일전,0.001402,0.03174789
국제 금 선물 가격 변화율 2일전,-0.022216,-0.12278215
국제 금 선물 가격 변화율 2일전,-0.059142,-0.07841169
국제 금 선물 가격 변화율 2일전,-0.006586,-0.112599246
국제 금 선물 가격 변화율 2일전,-0.036386,-0.10226472
국제 금 선물 가격 변화율 2일전,-0.00109,0.02934705
국제 금 선물 가격 변화율 2일전,0.03421,0.046442583
국제 금 선물 가격 변화율 2일전,-0.038309,-0.11939132
국제 금 선물 가격 변화율 2일전,0.026626,0.028513556
국제 금 선물 가격 변화율 2일전,0.007569,0.054141887
국제 금 선물 가격 변화율 2일전,0.026867,0.056003198
국제 금 선물 가격 변화율 2일전,0.029176,0.04956012
국제 금 선물 가격 변화율 2일전,-0.027534,-0.12790291
국제 금 선물 가격 변화율 2일전,0.001139,0.024908219
국제 금 선물 가격 변화율 2일전,6.4e-05,0.02346208
국제 금 선물 가격 변화율 2일전,0.019841,0.05329208
국제 금 선물 가격 변화율 2일전,0.00899,0.039064713
국제 금 선물 가격 변화율 2일전,-0.006323,-0.041719675
국제 금 선물 가격 변화율 2일전,-0.004095,-0.06331647
국제 금 선물 가격 변화율 2일전,0.017417,0.05139025
국제 금 선물 가격 변화율 2일전,-0.005181,-0.0067522153
국제 금 선물 가격 변화율 2일전,-0.003042,0.0033389663
국제 금 선물 가격 변화율 2일전,0.015088,0.061485697
국제 금 선물 가격 변화율 2일전,-0.010499,-0.06696793
국제 금 선물 가격 변화율 2일전,-0.022511,-0.11226944
국제 금 선물 가격 변화율 2일전,0.007258,0.03568964
국제 금 선물 가격 변화율 2일전,-0.00579,-0.09612387
국제 금 선물 가격 변화율 2일전,0.003656,0.041169662
국제 금 선물 가격 변화율 2일전,-0.009932,-0.085549474
국제 금 선물 가격 변화율 2일전,-0.017945,-0.07359788
국제 금 선물 가격 변화율 2일전,-0.010084,-0.07493502
국제 금 선물 가격 변화율 2일전,0.015291,0.068270355
국제 금 선물 가격 변화율 2일전,0.003294,0.02266262
국제 금 선물 가격 변화율 2일전,-0.023845,-0.098304026
국제 금 선물 가격 변화율 2일전,0.008032,0.06364101
국제 금 선물 가격 변화율 2일전,0.027679,0.02711265
국제 금 선물 가격 변화율 2일전,0.003823,0.043544248
국제 금 선물 가격 변화율 2일전,0.004383,0.038516942
국제 금 선물 가격 변화율 2일전,-0.00036,0.024734534
국제 금 선물 가격 변화율 2일전,-0.00871,-0.086501524
국제 금 선물 가격 변화율 2일전,0.004297,0.03528881
국제 금 선물 가격 변화율 2일전,-0.004172,-0.04301353
국제 금 선물 가격 변화율 2일전,-0.026143,-0.06679497
국제 금 선물 가격 변화율 2일전,-0.000724,0.012242131
국제 금 선물 가격 변화율 2일전,-0.010148,-0.11095835
국제 금 선물 가격 변화율 2일전,0.007789,0.039134663
국제 금 선물 가격 변화율,0.005945,-0.035439536
국제 금 선물 가격 변화율,-0.000295,-0.015898503
국제 금 선물 가격 변화율,-0.015567,0.15139984
국제 금 선물 가격 변화율,-0.010159,0.11812596
국제 금 선물 가격 변화율,-0.000101,-0.019924521
국제 금 선물 가격 변화율,0.002275,-0.031822197
국제 금 선물 가격 변화율,0.024164,-0.02676079
국제 금 선물 가격 변화율,-0.004482,0.0070953686
국제 금 선물 가격 변화율,0.002573,-0.025105601
국제 금 선물 가격 변화율,0.005971,-0.03136212
국제 금 선물 가격 변화율,-0.001913,0.00035117715
국제 금 선물 가격 변화율,0.002261,-0.035979114
국제 금 선물 가격 변화율,0.008827,-0.035605446
국제 금 선물 가격 변화율,0.000535,-0.022637835
국제 금 선물 가격 변화율,0.011515,-0.03150275
국제 금 선물 가격 변화율,-0.003843,-0.0023534498
국제 금 선물 가격 변화율,-0.005545,-0.005102033
국제 금 선물 가격 변화율,0.00097,-0.023561342
국제 금 선물 가격 변화율,-0.014629,0.10931237
국제 금 선물 가격 변화율,0.003982,-0.039961252
국제 금 선물 가격 변화율,4.9e-05,-0.0155439805
국제 금 선물 가격 변화율,-0.007736,-0.016900422
국제 금 선물 가격 변화율,-9.9e-05,-0.02287156
국제 금 선물 가격 변화율,-0.002319,-0.012238445
국제 금 선물 가격 변화율,-0.00366,-0.0066616233
국제 금 선물 가격 변화율,0.016085,-0.03129247
국제 금 선물 가격 변화율,-0.010114,0.12994008
국제 금 선물 가격 변화율,-0.01155,0.12070419
국제 금 선물 가격 변화율,0.00799,-0.042870056
국제 금 선물 가격 변화율,0.003914,-0.021698415
국제 금 선물 가격 변화율,-0.003306,0.0033589336
국제 금 선물 가격 변화율,0.001931,-0.03518279
국제 금 선물 가격 변화율,-0.004843,0.009695737
국제 금 선물 가격 변화율,0.00149,-0.03405819
국제 금 선물 가격 변화율,-5e-05,-0.019586103
국제 금 선물 가격 변화율,0.004165,-0.03605399
국제 금 선물 가격 변화율,0.003111,-0.03140708
국제 금 선물 가격 변화율,0.008319,-0.0380694
국제 금 선물 가격 변화율,0.002246,-0.04018024
국제 금 선물 가격 변화율,-0.008232,0.11554088
국제 금 선물 가격 변화율,-0.005108,-0.0040151956
국제 금 선물 가격 변화율,0.004344,-0.031087868
국제 금 선물 가격 변화율,0.000344,-0.014118827
국제 금 선물 가격 변화율,-0.001474,-0.010400799
국제 금 선물 가격 변화율,-0.004379,-0.001510231
국제 금 선물 가격 변화율,-0.002521,-0.006249358
국제 금 선물 가격 변화율,-0.012536,0.10394634
국제 금 선물 가격 변화율,-0.001305,-0.014753249
국제 금 선물 가격 변화율,0.005929,-0.032004114
국제 금 선물 가격 변화율,0.004695,-0.029309975
국제 금 선물 가격 변화율,0.007954,-0.032169543
국제 금 선물 가격 변화율,-0.002565,5.544431e-05
국제 금 선물 가격 변화율,-0.001286,-0.0053654984
국제 금 선물 가격 변화율,0.009358,-0.035186417
국제 금 선물 가격 변화율,-0.004954,-0.0024462268
국제 금 선물 가격 변화율,0.002711,-0.03369194
국제 금 선물 가격 변화율,-0.000492,-0.014664813
국제 금 선물 가격 변화율,0.006247,-0.03971777
국제 금 선물 가격 변화율,0.02014,-0.039364375
국제 금 선물 가격 변화율,0.014759,-0.03827058
국제 금 선물 가격 변화율,0.007461,-0.027668731
국제 금 선물 가격 변화율,0.007874,-0.034900263
국제 금 선물 가격 변화율,0.003581,-0.039871477
국제 금 선물 가격 변화율,0.009546,-0.026116814
국제 금 선물 가격 변화율,0.00179,-0.02569281
국제 금 선물 가격 변화율,-0.010126,0.1438516
국제 금 선물 가격 변화율,0.006943,-0.037939038
국제 금 선물 가격 변화율,-0.0057,-0.0007322971
국제 금 선물 가격 변화율,-0.002635,-0.0032469286
국제 금 선물 가격 변화율,0.001576,-0.021206344
국제 금 선물 가격 변화율,-0.002036,-0.018243065
국제 금 선물 가격 변화율,0.000742,-0.032818794
국제 금 선물 가격 변화율,0.011354,-0.028383989
국제 금 선물 가격 변화율,-0.011135,0.14739536
국제 금 선물 가격 변화율,0.007738,-0.043306094
국제 금 선물 가격 변화율,0.000368,-0.019579487
국제 금 선물 가격 변화율,0.006895,-0.0381568
국제 금 선물 가격 변화율,0.012234,-0.033132587
국제 금 선물 가격 변화율,0.008614,-0.030481031
국제 금 선물 가격 변화율,0.010955,-0.02799637
국제 금 선물 가격 변화율,0.014772,-0.042315576
국제 금 선물 가격 변화율,-0.002441,-0.0033937686
국제 금 선물 가격 변화율,0.016122,-0.044025235
국제 금 선물 가격 변화율,0.00258,-0.033986825
국제 금 선물 가격 변화율,0.005061,-0.03168867
국제 금 선물 가격 변화율,-0.005931,-0.015345549
국제 금 선물 가격 변화율,0.010817,-0.034405
국제 금 선물 가격 변화율,0.000595,-0.014314971
국제 금 선물 가격 변화율,0.004074,-0.02736392
국제 금 선물 가격 변화율,0.010567,-0.04575247
국제 금 선물 가격 변화율,-0.007989,0.08499653
국제 금 선물 가격 변화율,0.004469,-0.03172783
국제 금 선물 가격 변화율,0.006758,-0.032762952
국제 금 선물 가격 변화율,-0.027602,0.15731212
국제 금 선물 가격 변화율,-0.00193,-0.013510645
국제 금 선물 가격 변화율,-0.001375,-0.009305787
국제 금 선물 가격 변화율,0.00228,-0.030878738
국제 금 선물 가격 변화율,0.002146,-0.030255489
국제 금 선물 가격 변화율,0.00454,-0.027398927
국제 금 선물 가격 변화율,-0.023024,0.09307247
국제 금 선물 가격 변화율,0.00371,-0.030959237
국제 금 선물 가격 변화율,-0.000304,-0.014243049
국제 금 선물 가격 변화율,-8.7e-05,-0.024745205
국제 금 선물 가격 변화율,0.00983,-0.045223434
국제 금 선물 가격 변화율,-0.002757,-0.0048539117
국제 금 선물 가격 변화율,-0.000691,-0.021941403
국제 금 선물 가격 변화율,0.007996,-0.043527216
국제 금 선물 가격 변화율,0.015094,-0.038347177
국제 금 선물 가격 변화율,-0.01318,0.10520726
국제 금 선물 가격 변화율,0.007406,-0.040376596
국제 금 선물 가격 변화율,0.015,-0.035956357
국제 금 선물 가격 변화율,-0.003642,-0.0056175543
국제 금 선물 가격 변화율,0.013529,-0.03164372
국제 금 선물 가격 변화율,0.008996,-0.043138556
국제 금 선물 가격 변화율,-0.005013,0.0026186667
국제 금 선물 가격 변화율,-0.01342,0.14495121
국제 금 선물 가격 변화율,-0.022685,0.12734357
국제 금 선물 가격 변화율,-0.001071,-0.014217557
국제 금 선물 가격 변화율,0.009732,-0.037033077
국제 금 선물 가격 변화율,-0.006326,0.012417115
국제 금 선물 가격 변화율,0.001111,-0.024603533
국제 금 선물 가격 변화율,-0.008536,0.13182202
국제 금 선물 가격 변화율,0.010203,-0.035873055
국제 금 선물 가격 변화율,-0.008992,0.12585929
국제 금 선물 가격 변화율,0.012298,-0.051225454
국제 금 선물 가격 변화율,0.006882,-0.04070574
국제 금 선물 가격 변화율,-0.027465,0.13217984
국제 금 선물 가격 변화율,0.001085,-0.02307039
국제 금 선물 가격 변화율,-8.7e-05,-0.01845667
국제 금 선물 가격 변화율,0.012351,-0.04140754
국제 금 선물 가격 변화율,-0.015325,0.1397189
국제 금 선물 가격 변화율,0.013564,-0.038084008
국제 금 선물 가격 변화율,-0.00815,0.11925778
국제 금 선물 가격 변화율,0.007784,-0.046329528
국제 금 선물 가격 변화율,0.010041,-0.032144677
국제 금 선물 가격 변화율,-0.015889,0.16798441
국제 금 선물 가격 변화율,0.005871,-0.04246255
국제 금 선물 가격 변화율,-0.005751,0.008831841
국제 금 선물 가격 변화율,-0.007511,-0.010280314
국제 금 선물 가격 변화율,0.011004,-0.040981434
국제 금 선물 가격 변화율,0.001377,-0.030796818
국제 금 선물 가격 변화율,-4.3e-05,-0.024795106
국제 금 선물 가격 변화율,-0.001976,-0.008691593
국제 금 선물 가격 변화율,0.015842,-0.038774572
국제 금 선물 가격 변화율,0.012162,-0.0344146
국제 금 선물 가격 변화율,-0.013942,0.15422428
국제 금 선물 가격 변화율,0.002081,-0.024657087
국제 금 선물 가격 변화율,0.005127,-0.033453166
국제 금 선물 가격 변화율,0.018042,-0.034991562
국제 금 선물 가격 변화율,-0.000414,-0.02149053
국제 금 선물 가격 변화율,0.003687,-0.025774391
국제 금 선물 가격 변화율,0.016303,-0.03159818
국제 금 선물 가격 변화율,-0.003086,0.007304651
국제 금 선물 가격 변화율,-0.001222,-0.018611953
국제 금 선물 가격 변화율,-0.022963,0.11772638
국제 금 선물 가격 변화율,-0.001461,-0.011116138
국제 금 선물 가격 변화율,0.005268,-0.03206689
국제 금 선물 가격 변화율,0.003618,-0.012444564
국제 금 선물 가격 변화율,-0.025442,0.15357544
국제 금 선물 가격 변화율,0.011948,-0.047435272
국제 금 선물 가격 변화율,-0.001134,-0.016129948
국제 금 선물 가격 변화율,0.011652,-0.040596705
국제 금 선물 가격 변화율,0.00894,-0.04579523
국제 금 선물 가격 변화율,0.003503,-0.026086958
국제 금 선물 가격 변화율,-0.003819,-0.0018155063
국제 금 선물 가격 변화율,-0.009894,0.10524191
국제 금 선물 가격 변화율,-0.005246,0.0058499184
국제 금 선물 가격 변화율,0.000586,-0.013063637
국제 금 선물 가격 변화율,0.013261,-0.03821334
국제 금 선물 가격 변화율,0.004087,-0.033962604
국제 금 선물 가격 변화율,0.012458,-0.02756592
국제 금 선물 가격 변화율,0.001746,-0.03519002
국제 금 선물 가격 변화율,-0.011067,0.13966556
국제 금 선물 가격 변화율,0.005616,-0.037749548
국제 금 선물 가격 변화율,0.018548,-0.03611639
국제 금 선물 가격 변화율,0.001281,-0.030453036
국제 금 선물 가격 변화율,0.003797,-0.023504201
국제 금 선물 가격 변화율,-0.001155,-0.017872361
국제 금 선물 가격 변화율,-0.01176,0.09279853
국제 금 선물 가격 변화율,0.0119,-0.037166227
국제 금 선물 가격 변화율,0.003708,-0.02712636
국제 금 선물 가격 변화율,-0.000675,-0.022801202
국제 금 선물 가격 변화율,-0.005962,0.006788116
국제 금 선물 가격 변화율,0.009876,-0.03747469
국제 금 선물 가격 변화율,-0.01263,0.16812228
국제 금 선물 가격 변화율,-0.001564,-0.009786698
국제 금 선물 가격 변화율,0.001406,-0.0272514
국제 금 선물 가격 변화율,0.007219,-0.037992805
국제 금 선물 가격 변화율,-0.007127,-0.012565688
국제 금 선물 가격 변화율,0.003329,-0.034367032
국제 금 선물 가격 변화율,0.004197,-0.026572356
국제 금 선물 가격 변화율,-8e-05,-0.022922175
국제 금 선물 가격 변화율,0.015565,-0.040064663
국제 금 선물 가격 변화율,0.011798,-0.032440387
국제 금 선물 가격 변화율,-0.000349,-0.016624684
국제 금 선물 가격 변화율,-0.006239,-0.0084243305
국제 금 선물 가격 변화율,0.002496,-0.018421128
국제 금 선물 가격 변화율,0.00673,-0.035020128
국제 금 선물 가격 변화율,0.012326,-0.03559786
국제 금 선물 가격 변화율,0.002519,-0.026763903
국제 금 선물 가격 변화율,0.009404,-0.037403625
국제 금 선물 가격 변화율,0.003018,-0.0311
국제 금 선물 가격 변화율,0.004024,-0.031289004
국제 금 선물 가격 변화율,-0.009588,0.115375735
국제 금 선물 가격 변화율,-0.003101,-0.008685874
국제 금 선물 가격 변화율,0.011836,-0.028409937
국제 금 선물 가격 변화율,-0.007573,-0.015087705
국제 금 선물 가격 변화율,0.003778,-0.026166866
국제 금 선물 가격 변화율,-0.004253,0.00034292496
국제 금 선물 가격 변화율,-0.000378,-0.011786538
국제 금 선물 가격 변화율,-0.011267,0.13866313
국제 금 선물 가격 변화율,-0.003442,-0.005906348
국제 금 선물 가격 변화율,0.005602,-0.030582283
국제 금 선물 가격 변화율,0.014119,-0.033860862
국제 금 선물 가격 변화율,-0.003688,0.009499755
국제 금 선물 가격 변화율,0.005136,-0.019874109
국제 금 선물 가격 변화율,0.004734,-0.027864024
국제 금 선물 가격 변화율,0.006358,-0.04180599
국제 금 선물 가격 변화율,0.008436,-0.038684756
국제 금 선물 가격 변화율,0.003464,-0.030486474
국제 금 선물 가격 변화율,0.007749,-0.028723657
국제 금 선물 가격 변화율,-0.010859,0.11649734
국제 금 선물 가격 변화율,0.007552,-0.037650213
국제 금 선물 가격 변화율,0.002194,-0.0253427
국제 금 선물 가격 변화율,0.00073,-0.02351106
국제 금 선물 가격 변화율,0.009297,-0.041585878
국제 금 선물 가격 변화율,0.007261,-0.039827663
국제 금 선물 가격 변화율,-0.018003,0.12051523
국제 금 선물 가격 변화율,0.00011,-0.017557032
국제 금 선물 가격 변화율,-0.000913,-0.010525977
국제 금 선물 가격 변화율,0.001535,-0.0287298
국제 금 선물 가격 변화율,-0.02653,0.16915616
국제 금 선물 가격 변화율,0.011546,-0.03833076
국제 금 선물 가격 변화율,-0.004039,-0.0036075886
국제 금 선물 가격 변화율,-0.028391,0.15533741
국제 금 선물 가격 변화율,-0.004289,-0.0031851728
국제 금 선물 가격 변화율,-0.007385,-0.015329674
국제 금 선물 가격 변화율,-0.004882,-0.0018498234
국제 금 선물 가격 변화율,-0.000973,-0.0057802917
국제 금 선물 가격 변화율,0.0175,-0.038201302
국제 금 선물 가격 변화율,0.00632,-0.04174381
국제 금 선물 가격 변화율,0.008032,-0.039455038
국제 금 선물 가격 변화율,0.009025,-0.03347102
국제 금 선물 가격 변화율,0.014146,-0.040824056
국제 금 선물 가격 변화율,-0.034356,0.14839005
국제 금 선물 가격 변화율,0.001338,-0.03443457
국제 금 선물 가격 변화율,0.00748,-0.053887434
국제 금 선물 가격 변화율,0.006478,-0.05372702
국제 금 선물 가격 변화율,-0.008318,0.1338452
국제 금 선물 가격 변화율,0.003719,-0.025283886
국제 금 선물 가격 변화율,0.003441,-0.03190064
국제 금 선물 가격 변화율,-0.010249,0.16977662
국제 금 선물 가격 변화율,0.004569,-0.03052869
국제 금 선물 가격 변화율,0.009967,-0.045059368
국제 금 선물 가격 변화율,0.012271,-0.041999415
국제 금 선물 가격 변화율,0.013419,-0.03488195
국제 금 선물 가격 변화율,-0.016936,0.100301035
국제 금 선물 가격 변화율,-0.011721,0.13440578
국제 금 선물 가격 변화율,-0.001732,-0.0075062844
국제 금 선물 가격 변화율,-0.00264,-0.0050026393
국제 금 선물 가격 변화율,-0.002987,0.00209941
국제 금 선물 가격 변화율,-0.016803,0.15870756
국제 금 선물 가격 변화율,0.014081,-0.04379004
국제 금 선물 가격 변화율,-0.006239,-0.007734145
국제 금 선물 가격 변화율,0.002948,-0.030036492
국제 금 선물 가격 변화율,0.007176,-0.042032264
국제 금 선물 가격 변화율,-0.008186,0.13289337
국제 금 선물 가격 변화율,-0.004241,-0.0018180452
국제 금 선물 가격 변화율,0.008864,-0.04233878
국제 금 선물 가격 변화율,0.011296,-0.027297411
국제 금 선물 가격 변화율,-0.005228,0.007727104
국제 금 선물 가격 변화율,-0.002495,-0.010631465
국제 금 선물 가격 변화율,0.006936,-0.03825139
국제 금 선물 가격 변화율,0.002936,-0.04199095
국제 금 선물 가격 변화율,0.007243,-0.03968106
국제 금 선물 가격 변화율,0.009203,-0.029387573
국제 금 선물 가격 변화율,-0.012922,0.17635332
국제 금 선물 가격 변화율,0.001496,-0.032989383
국제 금 선물 가격 변화율,0.013072,-0.033344172
국제 금 선물 가격 변화율,0.012498,-0.039830495
국제 금 선물 가격 변화율,-0.000765,-0.02004472
국제 금 선물 가격 변화율,0.003899,-0.04361032
국제 금 선물 가격 변화율,0.004574,-0.02823907
국제 금 선물 가격 변화율,-0.001626,-0.017020587
국제 금 선물 가격 변화율,0.005139,-0.029094215
국제 금 선물 가격 변화율,-0.01433,0.10137988
국제 금 선물 가격 변화율,0.010703,-0.043784793
국제 금 선물 가격 변화율,0.000831,-0.019348685
국제 금 선물 가격 변화율,0.019465,-0.03628571
국제 금 선물 가격 변화율,-0.003719,0.0027864794
국제 금 선물 가격 변화율,0.007609,-0.030158108
국제 금 선물 가격 변화율,0.006846,-0.038531456
국제 금 선물 가격 변화율,0.006414,-0.037884176
국제 금 선물 가격 변화율,-0.005433,-0.0052421493
국제 금 선물 가격 변화율,0.003957,-0.019576825
국제 금 선물 가격 변화율,0.016392,-0.054798577
국제 금 선물 가격 변화율,-0.000618,-0.016568208
국제 금 선물 가격 변화율,-0.001202,-0.024777107
국제 금 선물 가격 변화율,0.00581,-0.045692313
국제 금 선물 가격 변화율,-0.014457,0.14438258
국제 금 선물 가격 변화율,0.016646,-0.032977074
국제 금 선물 가격 변화율,-0.004162,0.0061543602
국제 금 선물 가격 변화율,0.007056,-0.04194733
국제 금 선물 가격 변화율,-0.000816,-0.012318874
국제 금 선물 가격 변화율,0.003506,-0.024341114
국제 금 선물 가격 변화율,-0.014722,0.11477286
국제 금 선물 가격 변화율,0.004235,-0.034586973
국제 금 선물 가격 변화율,-0.011519,0.087321095
국제 금 선물 가격 변화율,-0.016093,0.17938338
국제 금 선물 가격 변화율,0.018824,-0.031598564
국제 금 선물 가격 변화율,0.006712,-0.029298084
국제 금 선물 가격 변화율,0.001959,-0.032469798
국제 금 선물 가격 변화율,0.000446,-0.0169015
국제 금 선물 가격 변화율,-0.00408,-0.0054382705
국제 금 선물 가격 변화율,-0.004716,0.003027703
국제 금 선물 가격 변화율,0.007575,-0.047314573
국제 금 선물 가격 변화율,0.008994,-0.040414415
국제 금 선물 가격 변화율,0.015379,-0.025168208
국제 금 선물 가격 변화율,0.003418,-0.036594786
국제 금 선물 가격 변화율,0.001837,-0.031946518
국제 금 선물 가격 변화율,0.0117,-0.023993062
국제 금 선물 가격 변화율,0.000264,-0.01839582
국제 금 선물 가격 변화율,0.001351,-0.025177658
국제 금 선물 가격 변화율,-0.007171,-0.008863265
국제 금 선물 가격 변화율,-0.00169,-0.007834239
국제 금 선물 가격 변화율,0.003518,-0.029184563
국제 금 선물 가격 변화율,-0.000926,-0.0135852685
국제 금 선물 가격 변화율,0.013009,-0.034502834
국제 금 선물 가격 변화율,0.008594,-0.032682598
국제 금 선물 가격 변화율,0.011761,-0.034357753
국제 금 선물 가격 변화율,-0.001249,-0.01494546
국제 금 선물 가격 변화율,0.006733,-0.036215894
국제 금 선물 가격 변화율,-0.013663,0.11873144
국제 금 선물 가격 변화율,-0.027446,0.091261044
국제 금 선물 가격 변화율,-0.020153,0.13571036
국제 금 선물 가격 변화율,0.005794,-0.024060879
국제 금 선물 가격 변화율,0.029679,-0.034611203
국제 금 선물 가격 변화율,0.032292,-0.028382232
국제 금 선물 가격 변화율,0.021235,-0.028841376
국제 금 선물 가격 변화율,-0.0054,-0.00038785106
국제 금 선물 가격 변화율,0.004337,-0.018596083
국제 금 선물 가격 변화율,0.033523,-0.026864307
국제 금 선물 가격 변화율,-0.005381,0.0036439036
국제 금 선물 가격 변화율,0.029468,-0.020373262
국제 금 선물 가격 변화율,-0.001585,-0.0062303906
국제 금 선물 가격 변화율,-0.036609,0.12907064
국제 금 선물 가격 변화율,0.017001,-0.03596959
국제 금 선물 가격 변화율,-0.014886,0.14995344
국제 금 선물 가격 변화율,0.015263,-0.035344295
국제 금 선물 가격 변화율,-0.004111,0.0135196615
국제 금 선물 가격 변화율,-0.004158,0.0003392994
국제 금 선물 가격 변화율,-0.028744,0.14590769
국제 금 선물 가격 변화율,0.006822,-0.046378914
국제 금 선물 가격 변화율,0.024568,-0.030926581
국제 금 선물 가격 변화율,0.03023,-0.029949902
국제 금 선물 가격 변화율,-0.008794,0.11993706
국제 금 선물 가격 변화율,-0.025078,0.11958957
국제 금 선물 가격 변화율,0.01177,-0.03414649
국제 금 선물 가격 변화율,-0.034599,0.13462108
국제 금 선물 가격 변화율,0.006304,-0.031020343
국제 금 선물 가격 변화율,-0.018177,0.113856606
국제 금 선물 가격 변화율,0.012353,-0.032006618
국제 금 선물 가격 변화율,-0.012016,0.15441893
국제 금 선물 가격 변화율,0.014739,-0.044022277
국제 금 선물 가격 변화율,0.015919,-0.045620438
국제 금 선물 가격 변화율,0.008841,-0.028550068
국제 금 선물 가격 변화율,-0.005137,-0.0018231941
국제 금 선물 가격 변화율,0.021657,-0.02040205
