date_ymd,actual,predict,proba_down,proba_up,top5_factors
2025-12-31,상승,하락/보합,0.5056236681170262,0.49437633188297325,"↑ 달러 인덱스: 값=119.7500, SHAP=+0.0439 | ↑ S&P 500 지수: 값=6845.5000, SHAP=+0.0395 | ↑ 한국 소비자물가지수: 값=117.5700, SHAP=+0.0375 | ↓ 금값 변동성(20일표준편차): 값=0.0134, SHAP=-0.0306 | ↓ VIX 변동성 지수: 값=14.9500, SHAP=-0.0241"
2026-01-23,상승,하락/보합,0.5263874305861623,0.4736125594797298,"↓ 금값 MACD 시그널: 값=0.0020, SHAP=-0.0637 | ↑ 한국 소비자물가지수: 값=118.0300, SHAP=+0.0568 | ↓ 금값 변화율 SMA(20일이동평균): 값=0.0054, SHAP=-0.0564 | ↑ 달러 인덱스: 값=118.9000, SHAP=+0.0397 | ↓ 금값 변동성(20일표준편차): 값=0.0173, SHAP=-0.0369"
2026-01-30,상승,하락/보합,0.5206398473746218,0.47936015262537807,"↓ 금값 변화율 SMA(20일이동평균): 값=0.0048, SHAP=-0.0432 | ↓ 금값 변동성(20일표준편차): 값=0.0314, SHAP=-0.0423 | ↑ 한국 소비자물가지수: 값=118.0300, SHAP=+0.0399 | ↑ 달러 인덱스: 값=117.9000, SHAP=+0.0380 | ↓ 금값 변화율 EMA(20일) 2일전: 값=0.0120, SHAP=-0.0355"
2026-02-02,상승,하락/보합,0.5279977028072982,0.47200230712680896,"↓ 금값 변화율 SMA(20일이동평균): 값=0.0040, SHAP=-0.0403 | ↓ 금값 RSI(14일) 3일전: 값=94.2804, SHAP=-0.0390 | ↑ 달러 인덱스: 값=118.3600, SHAP=+0.0390 | ↑ S&P 500 지수: 값=6976.4400, SHAP=+0.0342 | ↓ 금값 변화율 EMA(20일) 2일전: 값=0.0112, SHAP=-0.0339"
2026-02-03,상승,하락/보합,0.5253201424757518,0.47467985752424807,"↓ 금값 변화율 SMA(20일이동평균): 값=0.0056, SHAP=-0.0481 | ↑ 달러 인덱스: 값=117.9800, SHAP=+0.0419 | ↓ 금값 RSI(14일) 3일전: 값=94.3668, SHAP=-0.0382 | ↓ 금값 변동성(20일표준편차): 값=0.0339, SHAP=-0.0379 | ↓ VIX 변동성 지수: 값=18.0000, SHAP=-0.0256"
2026-02-09,하락/보합,상승,0.4968120863789886,0.503187913621011,"↑ 한국 소비자물가지수: 값=118.4000, SHAP=+0.0507 | ↑ 달러 인덱스: 값=117.6400, SHAP=+0.0435 | ↓ 금값 변화율 SMA(20일이동평균): 값=0.0065, SHAP=-0.0398 | ↓ 금값 변동성(20일표준편차): 값=0.0342, SHAP=-0.0388 | ↑ S&P 500 지수: 값=6964.8200, SHAP=+0.0376"
2026-02-10,하락/보합,상승,0.4845589734434556,0.515441026556544,"↑ 한국 소비자물가지수: 값=118.4000, SHAP=+0.0514 | ↑ 달러 인덱스: 값=117.5200, SHAP=+0.0430 | ↑ S&P 500 지수: 값=6941.8100, SHAP=+0.0354 | ↓ 금값 변화율 SMA(20일이동평균): 값=0.0047, SHAP=-0.0341 | ↓ 금값 변동성(20일표준편차): 값=0.0341, SHAP=-0.0339"
2026-02-11,하락/보합,상승,0.4820102134971511,0.5179897865028483,"↑ 한국 소비자물가지수: 값=118.4000, SHAP=+0.0512 | ↓ 금값 변화율 SMA(20일이동평균): 값=0.0056, SHAP=-0.0433 | ↑ 달러 인덱스: 값=117.4600, SHAP=+0.0406 | ↓ 금값 변동성(20일표준편차): 값=0.0341, SHAP=-0.0383 | ↑ S&P 500 지수: 값=6941.4700, SHAP=+0.0366"
2026-02-13,하락/보합,상승,0.4934625163182713,0.5065374836817284,"↓ 금값 변동성(20일표준편차): 값=0.0351, SHAP=-0.0479 | ↑ 달러 인덱스: 값=117.5300, SHAP=+0.0402 | ↑ 한국 소비자물가지수: 값=118.4000, SHAP=+0.0390 | ↓ 금값 변화율 SMA(20일이동평균): 값=0.0048, SHAP=-0.0324 | ↑ S&P 500 지수: 값=6836.1700, SHAP=+0.0303"
2026-02-25,하락/보합,상승,0.4830938514628121,0.5169061485371875,"↑ 한국 소비자물가지수: 값=118.4000, SHAP=+0.0484 | ↑ 달러 인덱스: 값=117.7700, SHAP=+0.0408 | ↓ 금값 변동성(20일표준편차): 값=0.0354, SHAP=-0.0397 | ↑ S&P 500 지수: 값=6946.1300, SHAP=+0.0362 | ↓ 금값 변화율 EMA(20일) 2일전: 값=0.0057, SHAP=-0.0256"
2026-02-26,하락/보합,상승,0.49483458240455863,0.5051654175954411,"↑ 한국 소비자물가지수: 값=118.4000, SHAP=+0.0715 | ↓ 금값 변동성(20일표준편차): 값=0.0340, SHAP=-0.0435 | ↑ 달러 인덱스: 값=117.9000, SHAP=+0.0366 | ↑ S&P 500 지수: 값=6908.8600, SHAP=+0.0341 | ↑ 금값 변화율 SMA(20일이동평균): 값=-0.0006, SHAP=+0.0297"
2026-02-27,하락/보합,상승,0.4895547866234638,0.5104452133765359,"↑ 한국 소비자물가지수: 값=118.4000, SHAP=+0.0655 | ↓ 금값 변동성(20일표준편차): 값=0.0341, SHAP=-0.0468 | ↑ 달러 인덱스: 값=117.8200, SHAP=+0.0401 | ↑ S&P 500 지수: 값=6878.8800, SHAP=+0.0307 | ↓ 금값 변화율 EMA(20일) 2일전: 값=0.0048, SHAP=-0.0195"
2026-03-02,하락/보합,상승,0.4881760138987839,0.5118239861012158,"↓ 금값 변동성(20일표준편차): 값=0.0212, SHAP=-0.0453 | ↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0406 | ↑ 달러 인덱스: 값=118.6700, SHAP=+0.0380 | ↓ 금값 변화율 SMA(20일이동평균): 값=0.0060, SHAP=-0.0373 | ↑ VIX 변동성 지수: 값=21.4400, SHAP=+0.0356"
2026-03-10,하락/보합,상승,0.4865232698590054,0.5134767301409943,"↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0457 | ↑ 달러 인덱스: 값=118.7300, SHAP=+0.0447 | ↓ 금값 변동성(20일표준편차): 값=0.0188, SHAP=-0.0445 | ↑ VIX 변동성 지수: 값=24.9300, SHAP=+0.0356 | ↑ S&P 500 지수: 값=6781.4800, SHAP=+0.0314"
2026-03-11,하락/보합,상승,0.4748027878607551,0.5251972121392444,"↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0670 | ↓ 금값 변동성(20일표준편차): 값=0.0189, SHAP=-0.0448 | ↑ 달러 인덱스: 값=119.2900, SHAP=+0.0447 | ↑ VIX 변동성 지수: 값=24.2300, SHAP=+0.0378 | ↑ S&P 500 지수: 값=6775.8000, SHAP=+0.0323"
2026-03-12,하락/보합,상승,0.49219477179998733,0.5078052282000124,"↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0483 | ↓ 금값 변동성(20일표준편차): 값=0.0189, SHAP=-0.0445 | ↑ 달러 인덱스: 값=119.8200, SHAP=+0.0366 | ↑ VIX 변동성 지수: 값=27.2900, SHAP=+0.0250 | ↑ S&P 500 지수: 값=6672.6200, SHAP=+0.0244"
2026-03-13,하락/보합,상승,0.4877749687933239,0.5122250312066757,"↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0512 | ↓ 금값 변동성(20일표준편차): 값=0.0178, SHAP=-0.0425 | ↑ 달러 인덱스: 값=120.5500, SHAP=+0.0398 | ↑ S&P 500 지수: 값=6632.1900, SHAP=+0.0254 | ↑ VIX 변동성 지수: 값=27.1900, SHAP=+0.0243"
2026-03-16,하락/보합,상승,0.4722050506310526,0.527794949368947,"↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0534 | ↑ 달러 인덱스: 값=120.1000, SHAP=+0.0402 | ↑ S&P 500 지수: 값=6699.3800, SHAP=+0.0398 | ↑ VIX 변동성 지수: 값=23.5100, SHAP=+0.0372 | ↓ 금값 변동성(20일표준편차): 값=0.0175, SHAP=-0.0322"
2026-03-17,하락/보합,상승,0.47604819133135523,0.5239518086686443,"↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0428 | ↑ 달러 인덱스: 값=119.8300, SHAP=+0.0413 | ↓ 금값 변동성(20일표준편차): 값=0.0162, SHAP=-0.0376 | ↑ VIX 변동성 지수: 값=22.3700, SHAP=+0.0371 | ↑ S&P 500 지수: 값=6716.0900, SHAP=+0.0343"
2026-03-18,하락/보합,상승,0.45439852373590545,0.545601476264094,"↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0744 | ↑ S&P 500 지수: 값=6624.7000, SHAP=+0.0494 | ↑ 금값 변화율 SMA(20일이동평균): 값=-0.0009, SHAP=+0.0368 | ↑ 달러 인덱스: 값=119.9300, SHAP=+0.0354 | ↓ 금값 변동성(20일표준편차): 값=0.0163, SHAP=-0.0252"
2026-03-19,하락/보합,상승,0.45106255769371734,0.5489374423062826,"↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0759 | ↑ 금값 변화율 SMA(20일이동평균): 값=-0.0037, SHAP=+0.0499 | ↑ S&P 500 지수: 값=6606.4900, SHAP=+0.0480 | ↓ 금값 변동성(20일표준편차): 값=0.0209, SHAP=-0.0311 | ↑ 달러 인덱스: 값=120.1800, SHAP=+0.0304"
2026-03-20,하락/보합,상승,0.4461555587523818,0.5538444412476179,"↑ 한국 소비자물가지수: 값=118.8000, SHAP=+0.0736 | ↑ 금값 변화율 SMA(20일이동평균): 값=-0.0049, SHAP=+0.0429 | ↑ S&P 500 지수: 값=6506.4800, SHAP=+0.0402 | ↑ 달러 인덱스: 값=120.2800, SHAP=+0.0287 | ↑ 금값 변화율 EMA(20일) 2일전: 값=-0.0034, SHAP=+0.0278"
